Date,Team,Team Score,Opponent,Opponent Score,Team Result
11-11-2013,Ga Southern,80,Miami FL,81,Loss
11-11-2013,Detroit,106,MI Dearborn,51,Win
11-11-2013,MI Dearborn,51,Detroit,106,Loss
11-11-2013,UAB,79,Rutgers,76,Win
11-11-2013,Rutgers,76,UAB,79,Loss
11-11-2013,IPFW,90,IU Kokomo,62,Win
11-11-2013,IU Kokomo,62,IPFW,90,Loss
11-11-2013,Wofford,83,Emory & Henry,58,Win
11-11-2013,Emory & Henry,58,Wofford,83,Loss
11-11-2013,Houston,77,TX Pan American,65,Win
11-11-2013,TX Pan American,65,Houston,77,Loss
11-11-2013,Texas A&M,91,MS Valley St,67,Win
11-11-2013,MS Valley St,67,Texas A&M,91,Loss
11-11-2013,Oklahoma,95,North Texas,82,Win
11-11-2013,North Texas,82,Oklahoma,95,Loss
11-11-2013,NC Central,98,J&W NC,47,Win
11-11-2013,J&W NC,47,NC Central,98,Loss
11-11-2013,St Francis NY,59,FL Atlantic,57,Win
11-11-2013,FL Atlantic,57,St Francis NY,59,Loss
11-11-2013,WI Milwaukee,81,Davidson,77,Win
11-11-2013,Davidson,77,WI Milwaukee,81,Loss
11-11-2013,W Carolina,74,UNC Asheville,67,Win
11-11-2013,UNC Asheville,67,W Carolina,74,Loss
11-11-2013,St Francis PA,60,Navy,57,Win
11-11-2013,Navy,57,St Francis PA,60,Loss
11-11-2013,Radford,89,Chattanooga,78,Win
11-11-2013,Chattanooga,78,Radford,89,Loss
12-11-2013,Campbell,73,Appalachian St,66,Win
12-11-2013,Appalachian St,66,Campbell,73,Loss
12-11-2013,Cent Arkansas,109,Hendrix,59,Win
12-11-2013,Hendrix,59,Cent Arkansas,109,Loss
12-11-2013,SF Austin,64,Texas St,57,Win
12-11-2013,Texas St,57,SF Austin,64,Loss
12-11-2013,Alcorn St,87,Mississippi Col,61,Win
12-11-2013,Mississippi Col,61,Alcorn St,87,Loss
12-11-2013,Longwood,82,TCU,79,Win
12-11-2013,TCU,79,Longwood,82,Loss
12-11-2013,Chicago St,79,Jacksonville St,75,Win
12-11-2013,Jacksonville St,75,Chicago St,79,Loss
12-11-2013,Drake,104,Iowa Wesleyan,49,Win
12-11-2013,Iowa Wesleyan,49,Drake,104,Loss
12-11-2013,Tennessee Tech,74,Loyola-Chicago,69,Win
12-11-2013,Loyola-Chicago,69,Tennessee Tech,74,Loss
12-11-2013,ULL,92,McNeese St,66,Win
12-11-2013,McNeese St,66,ULL,92,Loss
12-11-2013,SE Louisiana,63,Rice,62,Win
12-11-2013,Rice,62,SE Louisiana,63,Loss
12-11-2013,Furman,75,Gardner Webb,64,Win
12-11-2013,Gardner Webb,64,Furman,75,Loss
12-11-2013,Iowa St,80,TAM C. Christi,50,Win
12-11-2013,TAM C. Christi,50,Iowa St,80,Loss
12-11-2013,Towson,95,Morgan St,75,Win
12-11-2013,Morgan St,75,Towson,95,Loss
12-11-2013,Michigan St,78,Kentucky,74,Win
12-11-2013,Kentucky,74,Michigan St,78,Loss
12-11-2013,Bradley,80,C Michigan,70,Win
12-11-2013,C Michigan,70,Bradley,80,Loss
12-11-2013,Oklahoma St,93,Utah Valley,40,Win
12-11-2013,Utah Valley,40,Oklahoma St,93,Loss
12-11-2013,Vanderbilt,86,Georgia St,80,Win
12-11-2013,Georgia St,80,Vanderbilt,86,Loss
12-11-2013,Minnesota,84,Montana,58,Win
12-11-2013,Montana,58,Minnesota,84,Loss
12-11-2013,Ohio St,79,Ohio,69,Win
12-11-2013,Ohio,69,Ohio St,79,Loss
12-11-2013,Citadel,82,Presbyterian,68,Win
12-11-2013,Presbyterian,68,Citadel,82,Loss
12-11-2013,Kansas,94,Duke,83,Win
12-11-2013,Duke,83,Kansas,94,Loss
12-11-2013,California,77,Denver,50,Win
12-11-2013,Denver,50,California,77,Loss
12-11-2013,Nevada,60,Cal Poly SLO,58,Win
12-11-2013,Cal Poly SLO,58,Nevada,60,Loss
12-11-2013,Pacific,84,UC Irvine,79,Win
12-11-2013,UC Irvine,79,Pacific,84,Loss
12-11-2013,USC,95,CS Northridge,79,Win
12-11-2013,CS Northridge,79,USC,95,Loss
12-11-2013,Wagner,75,Chestnut Hill,67,Win
12-11-2013,Chestnut Hill,67,Wagner,75,Loss
12-11-2013,Savannah St,73,TN Temple,63,Win
12-11-2013,TN Temple,63,Savannah St,73,Loss
12-11-2013,Santa Clara,89,San Jose St,77,Win
12-11-2013,San Jose St,77,Santa Clara,89,Loss
12-11-2013,Jacksonville,101,Florida Col,72,Win
12-11-2013,Florida Col,72,Jacksonville,101,Loss
12-11-2013,N Colorado,98,Colorado Chr,74,Win
12-11-2013,Colorado Chr,74,N Colorado,98,Loss
12-11-2013,Arizona St,90,Miami OH,54,Win
12-11-2013,Miami OH,54,Arizona St,90,Loss
12-11-2013,UCLA,91,Oakland,60,Win
12-11-2013,Oakland,60,UCLA,91,Loss
12-11-2013,Nebraska,62,W Illinois,47,Win
12-11-2013,W Illinois,47,Nebraska,62,Loss
12-11-2013,UT Arlington,88,Samford,75,Win
12-11-2013,Samford,75,UT Arlington,88,Loss
12-11-2013,Missouri,72,S Illinois,59,Win
12-11-2013,S Illinois,59,Missouri,72,Loss
12-11-2013,Xavier,67,Tennessee,63,Win
12-11-2013,Tennessee,63,Xavier,67,Loss
12-11-2013,Utah St,90,Southern Utah,57,Win
12-11-2013,Southern Utah,57,Utah St,90,Loss
12-11-2013,Wisconsin,59,Florida,53,Win
12-11-2013,Florida,53,Wisconsin,59,Loss
12-11-2013,La Salle,73,Quinnipiac,67,Win
12-11-2013,Quinnipiac,67,La Salle,73,Loss
12-11-2013,William & Mary,84,Liberty,72,Win
12-11-2013,Liberty,72,William & Mary,84,Loss
12-11-2013,Drexel,78,Illinois St,70,Win
12-11-2013,Illinois St,70,Drexel,78,Loss
12-11-2013,New Orleans,81,Millsaps,45,Win
12-11-2013,Millsaps,45,New Orleans,81,Loss
12-11-2013,Texas,84,South Alabama,77,Win
12-11-2013,South Alabama,77,Texas,84,Loss
12-11-2013,Virginia Tech,87,West Virginia,82,Win
12-11-2013,West Virginia,82,Virginia Tech,87,Loss
12-11-2013,Baylor,66,South Carolina,64,Win
12-11-2013,South Carolina,64,Baylor,66,Loss
12-11-2013,Indiana,73,Long Island,72,Win
12-11-2013,Long Island,72,Indiana,73,Loss
12-11-2013,Evansville,84,IUPUI,78,Win
12-11-2013,IUPUI,78,Evansville,84,Loss
12-11-2013,Santa Barbara,86,UNLV,65,Win
12-11-2013,UNLV,65,Santa Barbara,86,Loss
12-11-2013,Cincinnati,68,NC State,57,Win
12-11-2013,NC State,57,Cincinnati,68,Loss
12-11-2013,Murray St,97,Brescia,69,Win
12-11-2013,Brescia,69,Murray St,97,Loss
12-11-2013,G Washington,108,Maine,81,Win
12-11-2013,Maine,81,G Washington,108,Loss
12-11-2013,South Florida,91,Bethune-Cookman,65,Win
12-11-2013,Bethune-Cookman,65,South Florida,91,Loss
12-11-2013,FL Gulf Coast,65,Hartford,51,Win
12-11-2013,Hartford,51,FL Gulf Coast,65,Loss
12-11-2013,Massachusetts,92,LSU,90,Win
12-11-2013,LSU,90,Massachusetts,92,Loss
12-11-2013,Wake Forest,98,VMI,71,Win
12-11-2013,VMI,71,Wake Forest,98,Loss
12-11-2013,Marshall,119,Rio Grande,77,Win
12-11-2013,Rio Grande,77,Marshall,119,Loss
12-11-2013,Florida Intl,93,Warren Wilson,56,Win
12-11-2013,Warren Wilson,56,Florida Intl,93,Loss
12-11-2013,Syracuse,89,Fordham,74,Win
12-11-2013,Fordham,74,Syracuse,89,Loss
12-11-2013,Col Charleston,83,Charlotte,82,Win
12-11-2013,Charlotte,82,Col Charleston,83,Loss
12-11-2013,Louisville,97,Hofstra,69,Win
12-11-2013,Hofstra,69,Louisville,97,Loss
12-11-2013,High Point,94,Ferrum,64,Win
12-11-2013,Ferrum,64,High Point,94,Loss
12-11-2013,George Mason,68,Lamar,54,Win
12-11-2013,Lamar,54,George Mason,68,Loss
12-11-2013,Morehead St,71,ETSU,63,Win
12-11-2013,ETSU,63,Morehead St,71,Loss
12-11-2013,E Michigan,95,Concordia MI,50,Win
12-11-2013,Concordia MI,50,E Michigan,95,Loss
12-11-2013,Lehigh,92,Rider,78,Win
12-11-2013,Rider,78,Lehigh,92,Loss
12-11-2013,East Carolina,85,UNC Greensboro,84,Win
12-11-2013,UNC Greensboro,84,East Carolina,85,Loss
12-11-2013,Hampton,64,St Peter's,59,Win
12-11-2013,St Peter's,59,Hampton,64,Loss
12-11-2013,MD E Shore,95,Salisbury St,55,Win
12-11-2013,Salisbury St,55,MD E Shore,95,Loss
12-11-2013,Penn,79,Monmouth NJ,73,Win
12-11-2013,Monmouth NJ,73,Penn,79,Loss
12-11-2013,Ball St,73,Taylor IN,53,Win
12-11-2013,Taylor IN,53,Ball St,73,Loss
12-11-2013,Manhattan,71,Columbia,70,Win
12-11-2013,Columbia,70,Manhattan,71,Loss
12-11-2013,Pittsburgh,75,Fresno St,54,Win
12-11-2013,Fresno St,54,Pittsburgh,75,Loss
12-11-2013,Harvard,79,MIT,37,Win
12-11-2013,MIT,37,Harvard,79,Loss
12-11-2013,Michigan,93,S Carolina St,59,Win
12-11-2013,S Carolina St,59,Michigan,93,Loss
12-11-2013,VA Commonwealth,59,Virginia,56,Win
12-11-2013,Virginia,56,VA Commonwealth,59,Loss
12-11-2013,Robert Morris,90,Lafayette,81,Win
12-11-2013,Lafayette,81,Robert Morris,90,Loss
12-11-2013,Albany NY,71,NJIT,65,Win
12-11-2013,NJIT,65,Albany NY,71,Loss
12-11-2013,Vermont,77,Siena,66,Win
12-11-2013,Siena,66,Vermont,77,Loss
12-11-2013,Marquette,114,Grambling,71,Win
12-11-2013,Grambling,71,Marquette,114,Loss
13-11-2013,IL Chicago,87,Roosevelt,65,Win
13-11-2013,Roosevelt,65,IL Chicago,87,Loss
13-11-2013,Louisiana Tech,106,Centenary,59,Win
13-11-2013,Centenary,59,Louisiana Tech,106,Loss
13-11-2013,UNC Wilmington,80,Charleston So,78,Win
13-11-2013,Charleston So,78,UNC Wilmington,80,Loss
13-11-2013,E Illinois,67,Olivet Naz,60,Win
13-11-2013,Olivet Naz,60,E Illinois,67,Loss
13-11-2013,Arkansas St,72,TN Martin,62,Win
13-11-2013,TN Martin,62,Arkansas St,72,Loss
13-11-2013,Oklahoma,85,Idaho,65,Win
13-11-2013,Idaho,65,Oklahoma,85,Loss
13-11-2013,Stony Brook,73,Northeastern,66,Win
13-11-2013,Northeastern,66,Stony Brook,73,Loss
13-11-2013,St Joseph's PA,81,Marist,62,Win
13-11-2013,Marist,62,St Joseph's PA,81,Loss
13-11-2013,Seton Hall,78,Kent,76,Win
13-11-2013,Kent,76,Seton Hall,78,Loss
13-11-2013,Florida St,80,UCF,68,Win
13-11-2013,UCF,68,Florida St,80,Loss
13-11-2013,Illinois,64,Valparaiso,52,Win
13-11-2013,Valparaiso,52,Illinois,64,Loss
13-11-2013,Winthrop,82,SC Upstate,74,Win
13-11-2013,SC Upstate,74,Winthrop,82,Loss
13-11-2013,Middle Tenn St,77,North Florida,70,Win
13-11-2013,North Florida,70,Middle Tenn St,77,Loss
13-11-2013,Portland St,79,Pac Lutheran,43,Win
13-11-2013,Pac Lutheran,43,Portland St,79,Loss
13-11-2013,Seattle,75,CS Fullerton,71,Win
13-11-2013,CS Fullerton,71,Seattle,75,Loss
13-11-2013,Pepperdine,69,UC Riverside,66,Win
13-11-2013,UC Riverside,66,Pepperdine,69,Loss
13-11-2013,Oregon,107,W Carolina,83,Win
13-11-2013,W Carolina,83,Oregon,107,Loss
13-11-2013,North Dakota,110,MN Morris,69,Win
13-11-2013,MN Morris,69,North Dakota,110,Loss
13-11-2013,CS Bakersfield,74,CS Sacramento,66,Win
13-11-2013,CS Sacramento,66,CS Bakersfield,74,Loss
13-11-2013,NE Omaha,101,Missouri KC,71,Win
13-11-2013,Missouri KC,71,NE Omaha,101,Loss
13-11-2013,St Louis,82,Edwardsville,58,Win
13-11-2013,Edwardsville,58,St Louis,82,Loss
13-11-2013,Providence,73,Brown,69,Win
13-11-2013,Brown,69,Providence,73,Loss
13-11-2013,Oregon St,79,Portland,73,Win
13-11-2013,Portland,73,Oregon St,79,Loss
13-11-2013,Colorado,63,Wyoming,58,Win
13-11-2013,Wyoming,58,Colorado,63,Loss
13-11-2013,UT Arlington,111,Howard Payne,64,Win
13-11-2013,Howard Payne,64,UT Arlington,111,Loss
13-11-2013,San Francisco,91,Cleveland St,82,Win
13-11-2013,Cleveland St,82,San Francisco,91,Loss
13-11-2013,Tulane,79,Southern Univ,73,Win
13-11-2013,Southern Univ,73,Tulane,79,Loss
13-11-2013,Kansas St,71,Oral Roberts,63,Win
13-11-2013,Oral Roberts,63,Kansas St,71,Loss
13-11-2013,Boston Univ,91,MA Lowell,65,Win
13-11-2013,MA Lowell,65,Boston Univ,91,Loss
13-11-2013,Georgetown,88,Wright St,70,Win
13-11-2013,Wright St,70,Georgetown,88,Loss
13-11-2013,Hartford,63,Fairfield,53,Win
13-11-2013,Fairfield,53,Hartford,63,Loss
13-11-2013,Old Dominion,77,Howard,57,Win
13-11-2013,Howard,57,Old Dominion,77,Loss
13-11-2013,Bucknell,90,Penn St,80,Win
13-11-2013,Penn St,80,Bucknell,90,Loss
13-11-2013,Maryland,67,Abilene Chr,44,Win
13-11-2013,Abilene Chr,44,Maryland,67,Loss
13-11-2013,Alabama St,88,Mobile,58,Win
13-11-2013,Mobile,58,Alabama St,88,Loss
13-11-2013,Southern Miss,75,DePaul,68,Win
13-11-2013,DePaul,68,Southern Miss,75,Loss
13-11-2013,Dayton,70,St Francis PA,56,Win
13-11-2013,St Francis PA,56,Dayton,70,Loss
13-11-2013,Holy Cross,122,Sacred Heart,118,Win
13-11-2013,Sacred Heart,118,Holy Cross,122,Loss
13-11-2013,Mercer,95,Reinhardt,53,Win
13-11-2013,Reinhardt,53,Mercer,95,Loss
13-11-2013,E Kentucky,114,Warren Wilson,45,Win
13-11-2013,Warren Wilson,45,E Kentucky,114,Loss
13-11-2013,New Hampshire,84,Duquesne,81,Win
13-11-2013,Duquesne,81,New Hampshire,84,Loss
13-11-2013,Purdue,109,Central Conn,73,Win
13-11-2013,Central Conn,73,Purdue,109,Loss
13-11-2013,Norfolk St,115,Newberry,95,Win
13-11-2013,Newberry,95,Norfolk St,115,Loss
13-11-2013,Navy,98,Goucher,47,Win
13-11-2013,Goucher,47,Navy,98,Loss
13-11-2013,Villanova,90,Mt St Mary's,59,Win
13-11-2013,Mt St Mary's,59,Villanova,90,Loss
13-11-2013,Binghamton,89,Cornell,79,Win
13-11-2013,Cornell,79,Binghamton,89,Loss
13-11-2013,Bryant,87,Dartmouth,77,Win
13-11-2013,Dartmouth,77,Bryant,87,Loss
13-11-2013,Niagara,92,Buffalo,81,Win
13-11-2013,Buffalo,81,Niagara,92,Loss
13-11-2013,TX Pan American,94,Huston-Tillot,62,Win
13-11-2013,Huston-Tillot,62,TX Pan American,94,Loss
13-11-2013,Clemson,58,Delaware St,37,Win
13-11-2013,Delaware St,37,Clemson,58,Loss
14-11-2013,Sam Houston St,108,Prairie View,103,Win
14-11-2013,Prairie View,103,Sam Houston St,108,Loss
14-11-2013,Alabama A&M,79,AL Huntsville,73,Win
14-11-2013,AL Huntsville,73,Alabama A&M,79,Loss
14-11-2013,Wichita St,79,William & Mary,62,Win
14-11-2013,William & Mary,62,Wichita St,79,Loss
14-11-2013,SE Louisiana,108,Champion Bap,54,Win
14-11-2013,Champion Bap,54,SE Louisiana,108,Loss
14-11-2013,UAB,81,Troy,69,Win
14-11-2013,Troy,69,UAB,81,Loss
14-11-2013,E Michigan,69,Robert Morris,64,Win
14-11-2013,Robert Morris,64,E Michigan,69,Loss
14-11-2013,Mississippi St,78,Kennesaw,55,Win
14-11-2013,Kennesaw,55,Mississippi St,78,Loss
14-11-2013,Houston,80,UT San Antonio,62,Win
14-11-2013,UT San Antonio,62,Houston,80,Loss
14-11-2013,St Mary's CA,78,N Dakota St,65,Win
14-11-2013,N Dakota St,65,St Mary's CA,78,Loss
14-11-2013,UC Irvine,86,Washington,72,Win
14-11-2013,Washington,72,UC Irvine,86,Loss
14-11-2013,Savannah St,87,Florida National,60,Win
14-11-2013,Florida National,60,Savannah St,87,Loss
14-11-2013,Florida Intl,85,Florida Col,39,Win
14-11-2013,Florida Col,39,Florida Intl,85,Loss
14-11-2013,Loy Marymount,74,Long Beach St,73,Win
14-11-2013,Long Beach St,73,Loy Marymount,74,Loss
14-11-2013,Alabama,76,Texas Tech,64,Win
14-11-2013,Texas Tech,64,Alabama,76,Loss
14-11-2013,Stanford,71,Northwestern,58,Win
14-11-2013,Northwestern,58,Stanford,71,Loss
14-11-2013,Arizona,69,San Diego St,60,Win
14-11-2013,San Diego St,60,Arizona,69,Loss
14-11-2013,Belmont,96,Indiana St,95,Win
14-11-2013,Indiana St,95,Belmont,96,Loss
14-11-2013,North Texas,92,Nicholls St,78,Win
14-11-2013,Nicholls St,78,North Texas,92,Loss
14-11-2013,Connecticut,101,Detroit,55,Win
14-11-2013,Detroit,55,Connecticut,101,Loss
14-11-2013,Jackson St,84,Air Force,82,Win
14-11-2013,Air Force,82,Jackson St,84,Loss
14-11-2013,Miami FL,84,TX Southern,69,Win
14-11-2013,TX Southern,69,Miami FL,84,Loss
14-11-2013,East Carolina,95,Chowan,45,Win
14-11-2013,Chowan,45,East Carolina,95,Loss
14-11-2013,Memphis,95,Austin Peay,69,Win
14-11-2013,Austin Peay,69,Memphis,95,Loss
14-11-2013,San Diego,68,Morgan St,61,Win
14-11-2013,Morgan St,61,San Diego,68,Loss
14-11-2013,Youngstown St,104,Warren Wilson,58,Win
14-11-2013,Warren Wilson,58,Youngstown St,104,Loss
14-11-2013,Montana,77,S Dakota St,69,Win
14-11-2013,S Dakota St,69,Montana,77,Loss
14-11-2013,Rutgers,72,Yale,71,Win
14-11-2013,Yale,71,Rutgers,72,Loss
14-11-2013,American Univ,63,UMBC,61,Win
14-11-2013,UMBC,61,American Univ,63,Loss
14-11-2013,Toledo,95,Boston College,92,Win
14-11-2013,Boston College,92,Toledo,95,Loss
14-11-2013,Florida A&M,63,Stetson,60,Win
14-11-2013,Stetson,60,Florida A&M,63,Loss
14-11-2013,Iowa,109,MD E Shore,63,Win
14-11-2013,MD E Shore,63,Iowa,109,Loss
14-11-2013,Towson,75,Temple,69,Win
14-11-2013,Temple,69,Towson,75,Loss
15-11-2013,Xavier,79,Morehead St,56,Win
15-11-2013,Morehead St,56,Xavier,79,Loss
15-11-2013,Norfolk St,92,Virginia Union,84,Win
15-11-2013,Virginia Union,84,Norfolk St,92,Loss
15-11-2013,South Florida,75,Bowling Green,61,Win
15-11-2013,Bowling Green,61,South Florida,75,Loss
15-11-2013,TAM C. Christi,72,IPFW,71,Win
15-11-2013,IPFW,71,TAM C. Christi,72,Loss
15-11-2013,Cleveland St,83,UT Arlington,73,Win
15-11-2013,UT Arlington,73,Cleveland St,83,Loss
15-11-2013,McNeese St,92,Louisiana Col,83,Win
15-11-2013,Louisiana Col,83,McNeese St,92,Loss
15-11-2013,Bradley,77,Chicago St,64,Win
15-11-2013,Chicago St,64,Bradley,77,Loss
15-11-2013,Arkansas,76,ULL,63,Win
15-11-2013,ULL,63,Arkansas,76,Loss
15-11-2013,North Carolina,62,Holy Cross,54,Win
15-11-2013,Holy Cross,54,North Carolina,62,Loss
15-11-2013,Vanderbilt,80,Lipscomb,69,Win
15-11-2013,Lipscomb,69,Vanderbilt,80,Loss
15-11-2013,Oklahoma St,97,Ark Pine Bluff,63,Win
15-11-2013,Ark Pine Bluff,63,Oklahoma St,97,Loss
15-11-2013,California,64,Oakland,60,Win
15-11-2013,Oakland,60,California,64,Loss
15-11-2013,Nevada,92,San Francisco,90,Win
15-11-2013,San Francisco,90,Nevada,92,Loss
15-11-2013,USC,67,Northern Arizona,63,Win
15-11-2013,Northern Arizona,63,USC,67,Loss
15-11-2013,MS Valley St,108,Champion Bap,48,Win
15-11-2013,Champion Bap,48,MS Valley St,108,Loss
15-11-2013,TX Pan American,81,Tennessee Tech,78,Win
15-11-2013,Tennessee Tech,78,TX Pan American,81,Loss
15-11-2013,Utah,94,UC Davis,60,Win
15-11-2013,UC Davis,60,Utah,94,Loss
15-11-2013,Michigan St,62,Columbia,53,Win
15-11-2013,Columbia,53,Michigan St,62,Loss
15-11-2013,Arizona St,88,Idaho St,60,Win
15-11-2013,Idaho St,60,Arizona St,88,Loss
15-11-2013,New Mexico St,86,UTEP,73,Win
15-11-2013,UTEP,73,New Mexico St,86,Loss
15-11-2013,James Madison,60,N Illinois,55,Win
15-11-2013,N Illinois,55,James Madison,60,Loss
15-11-2013,Texas A&M,68,Rice,65,Win
15-11-2013,Rice,65,Texas A&M,68,Loss
15-11-2013,Northwestern LA,111,Auburn,92,Win
15-11-2013,Auburn,92,Northwestern LA,111,Loss
15-11-2013,Boise St,110,Simpson CA,53,Win
15-11-2013,Simpson CA,53,Boise St,110,Loss
15-11-2013,Texas,72,SF Austin,62,Win
15-11-2013,SF Austin,62,Texas,72,Loss
15-11-2013,BYU,108,Mt St Mary's,76,Win
15-11-2013,Mt St Mary's,76,BYU,108,Loss
15-11-2013,FL Gulf Coast,70,Furman,69,Win
15-11-2013,Furman,69,FL Gulf Coast,70,Loss
15-11-2013,UNLV,73,NE Omaha,70,Win
15-11-2013,NE Omaha,70,UNLV,73,Loss
15-11-2013,TN Martin,79,Rochester MI,64,Win
15-11-2013,Rochester MI,64,TN Martin,79,Loss
15-11-2013,Duke,97,FL Atlantic,64,Win
15-11-2013,FL Atlantic,64,Duke,97,Loss
15-11-2013,Georgia Tech,80,Georgia,71,Win
15-11-2013,Georgia,71,Georgia Tech,80,Loss
15-11-2013,Virginia Tech,79,W Carolina,61,Win
15-11-2013,W Carolina,61,Virginia Tech,79,Loss
15-11-2013,Charlotte,83,Elon,69,Win
15-11-2013,Elon,69,Charlotte,83,Loss
15-11-2013,Old Dominion,70,Murray St,60,Win
15-11-2013,Murray St,60,Old Dominion,70,Loss
15-11-2013,Rhode Island,72,NC A&T,59,Win
15-11-2013,NC A&T,59,Rhode Island,72,Loss
15-11-2013,Wake Forest,69,Presbyterian,48,Win
15-11-2013,Presbyterian,48,Wake Forest,69,Loss
15-11-2013,NJIT,89,Army,85,Win
15-11-2013,Army,85,NJIT,89,Loss
15-11-2013,UNC Asheville,67,Col Charleston,58,Win
15-11-2013,Col Charleston,58,UNC Asheville,67,Loss
15-11-2013,Fordham,80,Lehigh,72,Win
15-11-2013,Lehigh,72,Fordham,80,Loss
15-11-2013,Harvard,76,Howard,44,Win
15-11-2013,Howard,44,Harvard,76,Loss
15-11-2013,WI Milwaukee,64,San Jose St,61,Win
15-11-2013,San Jose St,61,WI Milwaukee,64,Loss
15-11-2013,St John's,73,Wagner,57,Win
15-11-2013,Wagner,57,St John's,73,Loss
15-11-2013,Hartford,74,F Dickinson,60,Win
15-11-2013,F Dickinson,60,Hartford,74,Loss
15-11-2013,Louisville,99,Cornell,54,Win
15-11-2013,Cornell,54,Louisville,99,Loss
15-11-2013,Indiana,105,Samford,59,Win
15-11-2013,Samford,59,Indiana,105,Loss
16-11-2013,Florida Intl,70,TX Southern,68,Win
16-11-2013,TX Southern,68,Florida Intl,70,Loss
16-11-2013,W Carolina,68,Liberty,63,Win
16-11-2013,Liberty,63,W Carolina,68,Loss
16-11-2013,UNC Wilmington,80,Wingate,61,Win
16-11-2013,Wingate,61,UNC Wilmington,80,Loss
16-11-2013,Bucknell,72,St Francis PA,50,Win
16-11-2013,St Francis PA,50,Bucknell,72,Loss
16-11-2013,G Washington,80,Manhattan,74,Win
16-11-2013,Manhattan,74,G Washington,80,Loss
16-11-2013,Tennessee,74,SC Upstate,65,Win
16-11-2013,SC Upstate,65,Tennessee,74,Loss
16-11-2013,Citadel,83,North Greenville,53,Win
16-11-2013,North Greenville,53,Citadel,83,Loss
16-11-2013,Southern Univ,87,North Florida,78,Win
16-11-2013,North Florida,78,Southern Univ,87,Loss
16-11-2013,Utah St,71,Santa Barbara,64,Win
16-11-2013,Santa Barbara,64,Utah St,71,Loss
16-11-2013,Bryant,87,Vermont,64,Win
16-11-2013,Vermont,64,Bryant,87,Loss
16-11-2013,Tennessee Tech,62,TAM C. Christi,60,Win
16-11-2013,TAM C. Christi,60,Tennessee Tech,62,Loss
16-11-2013,UC Riverside,72,Montana St,67,Win
16-11-2013,Montana St,67,UC Riverside,72,Loss
16-11-2013,CS Fullerton,86,Santa Clara,73,Win
16-11-2013,Santa Clara,73,CS Fullerton,86,Loss
16-11-2013,WI Milwaukee,77,James Madison,66,Win
16-11-2013,James Madison,66,WI Milwaukee,77,Loss
16-11-2013,San Diego,75,N Kentucky,44,Win
16-11-2013,N Kentucky,44,San Diego,75,Loss
16-11-2013,Chattanooga,108,Montreat And,51,Win
16-11-2013,Montreat And,51,Chattanooga,108,Loss
16-11-2013,Minnesota,74,Richmond,59,Win
16-11-2013,Richmond,59,Minnesota,74,Loss
16-11-2013,Missouri,92,Hawaii,80,Win
16-11-2013,Hawaii,80,Missouri,92,Loss
16-11-2013,St Bonaventure,86,Canisius,64,Win
16-11-2013,Canisius,64,St Bonaventure,86,Loss
16-11-2013,Idaho,78,NW Nazarene,64,Win
16-11-2013,NW Nazarene,64,Idaho,78,Loss
16-11-2013,Fresno St,80,CS Northridge,64,Win
16-11-2013,CS Northridge,64,Fresno St,80,Loss
16-11-2013,Grand Canyon,91,W New Mexico,41,Win
16-11-2013,W New Mexico,41,Grand Canyon,91,Loss
16-11-2013,N Illinois,60,San Jose St,59,Win
16-11-2013,San Jose St,59,N Illinois,60,Loss
16-11-2013,Seattle,100,Evergreen St,59,Win
16-11-2013,Evergreen St,59,Seattle,100,Loss
16-11-2013,Incarnate Word,85,Huston-Tillot,78,Win
16-11-2013,Huston-Tillot,78,Incarnate Word,85,Loss
16-11-2013,BYU,84,Mesa St,60,Win
16-11-2013,Mesa St,60,BYU,84,Loss
16-11-2013,St Mary's CA,67,Drake,63,Win
16-11-2013,Drake,63,St Mary's CA,67,Loss
16-11-2013,VMI,121,Bluefield WV,80,Win
16-11-2013,Bluefield WV,80,VMI,121,Loss
16-11-2013,Missouri St,96,Tulsa,93,Win
16-11-2013,Tulsa,93,Missouri St,96,Loss
16-11-2013,W Kentucky,57,ETSU,50,Win
16-11-2013,ETSU,50,W Kentucky,57,Loss
16-11-2013,Ga Southern,104,Toccoa Falls,50,Win
16-11-2013,Toccoa Falls,50,Ga Southern,104,Loss
16-11-2013,Gardner Webb,87,Jacksonville,78,Win
16-11-2013,Jacksonville,78,Gardner Webb,87,Loss
16-11-2013,Alabama St,84,Jacksonville St,73,Win
16-11-2013,Jacksonville St,73,Alabama St,84,Loss
16-11-2013,Butler,70,Princeton,67,Win
16-11-2013,Princeton,67,Butler,70,Loss
16-11-2013,Wisconsin,69,WI Green Bay,66,Win
16-11-2013,WI Green Bay,66,Wisconsin,69,Loss
16-11-2013,St Louis,76,S Illinois,67,Win
16-11-2013,S Illinois,67,St Louis,76,Loss
16-11-2013,E Kentucky,74,High Point,67,Win
16-11-2013,High Point,67,E Kentucky,74,Loss
16-11-2013,Edwardsville,100,Cent Arkansas,93,Win
16-11-2013,Cent Arkansas,93,Edwardsville,100,Loss
16-11-2013,Longwood,88,Mars Hill,70,Win
16-11-2013,Mars Hill,70,Longwood,88,Loss
16-11-2013,Creighton,83,St Joseph's PA,79,Win
16-11-2013,St Joseph's PA,79,Creighton,83,Loss
16-11-2013,VA Commonwealth,92,Winthrop,71,Win
16-11-2013,Winthrop,71,VA Commonwealth,92,Loss
16-11-2013,George Mason,76,Northern Iowa,70,Win
