Date,Team,Team Score,Opponent,Opponent Score,Team Result
15-01-2014,Oklahoma St,82,TCU,50,Win
15-01-2014,TCU,50,Oklahoma St,82,Loss
15-01-2014,Michigan St,54,Northwestern,40,Win
15-01-2014,Northwestern,40,Michigan St,54,Loss
15-01-2014,Charleston So,95,Presbyterian,58,Win
15-01-2014,Presbyterian,58,Charleston So,95,Loss
15-01-2014,St Joseph's PA,84,Duquesne,75,Win
15-01-2014,Duquesne,75,St Joseph's PA,84,Loss
15-01-2014,SMU,71,South Florida,54,Win
15-01-2014,South Florida,54,SMU,71,Loss
15-01-2014,VMI,101,Radford,88,Win
15-01-2014,Radford,88,VMI,101,Loss
15-01-2014,Toledo,67,Buffalo,65,Win
15-01-2014,Buffalo,65,Toledo,67,Loss
15-01-2014,Tennessee,78,Auburn,67,Win
15-01-2014,Auburn,67,Tennessee,78,Loss
15-01-2014,Stony Brook,67,Binghamton,47,Win
15-01-2014,Binghamton,47,Stony Brook,67,Loss
15-01-2014,Texas A&M,75,South Carolina,67,Win
15-01-2014,South Carolina,67,Texas A&M,75,Loss
15-01-2014,UNLV,76,New Mexico,73,Win
15-01-2014,New Mexico,73,UNLV,76,Loss
15-01-2014,Texas Tech,82,Baylor,72,Win
15-01-2014,Baylor,72,Texas Tech,82,Loss
15-01-2014,Kent,73,N Illinois,64,Win
15-01-2014,N Illinois,64,Kent,73,Loss
15-01-2014,California,82,Washington,56,Win
15-01-2014,Washington,56,California,82,Loss
15-01-2014,Stanford,80,Washington St,48,Win
15-01-2014,Washington St,48,Stanford,80,Loss
15-01-2014,San Diego St,68,Fresno St,60,Win
15-01-2014,Fresno St,60,San Diego St,68,Loss
15-01-2014,Mississippi,88,LSU,74,Win
15-01-2014,LSU,74,Mississippi,88,Loss
15-01-2014,Loyola-Chicago,70,Drake,60,Win
15-01-2014,Drake,60,Loyola-Chicago,70,Loss
15-01-2014,Alabama,80,Mississippi St,61,Win
15-01-2014,Mississippi St,61,Alabama,80,Loss
15-01-2014,Florida St,63,Miami FL,53,Win
15-01-2014,Miami FL,53,Florida St,63,Loss
15-01-2014,Purdue,66,Illinois,58,Win
15-01-2014,Illinois,58,Purdue,66,Loss
15-01-2014,Wake Forest,70,NC State,69,Win
15-01-2014,NC State,69,Wake Forest,70,Loss
15-01-2014,Navy,62,Bucknell,61,Win
15-01-2014,Bucknell,61,Navy,62,Loss
15-01-2014,St Louis,66,St Bonaventure,60,Win
15-01-2014,St Bonaventure,60,St Louis,66,Loss
15-01-2014,Dayton,80,Fordham,68,Win
15-01-2014,Fordham,68,Dayton,80,Loss
15-01-2014,Towson,80,Drexel,68,Win
15-01-2014,Drexel,68,Towson,80,Loss
15-01-2014,Air Force,77,San Jose St,62,Win
15-01-2014,San Jose St,62,Air Force,77,Loss
15-01-2014,Utah St,57,Colorado St,50,Win
15-01-2014,Colorado St,50,Utah St,57,Loss
15-01-2014,Illinois St,79,Evansville,78,Win
15-01-2014,Evansville,78,Illinois St,79,Loss
15-01-2014,Northeastern,56,James Madison,52,Win
15-01-2014,James Madison,52,Northeastern,56,Loss
15-01-2014,Boston Univ,66,Colgate,58,Win
15-01-2014,Colgate,58,Boston Univ,66,Loss
15-01-2014,Delaware,76,William & Mary,71,Win
15-01-2014,William & Mary,71,Delaware,76,Loss
15-01-2014,Valparaiso,78,Detroit,70,Win
15-01-2014,Detroit,70,Valparaiso,78,Loss
15-01-2014,Akron,59,Miami OH,52,Win
15-01-2014,Miami OH,52,Akron,59,Loss
15-01-2014,Hofstra,69,UNC Wilmington,64,Win
15-01-2014,UNC Wilmington,64,Hofstra,69,Loss
15-01-2014,Maryland,74,Notre Dame,66,Win
15-01-2014,Notre Dame,66,Maryland,74,Loss
15-01-2014,High Point,83,Longwood,75,Win
15-01-2014,Longwood,75,High Point,83,Loss
15-01-2014,Massachusetts,88,George Mason,87,Win
15-01-2014,George Mason,87,Massachusetts,88,Loss
15-01-2014,Holy Cross,78,Army,75,Win
15-01-2014,Army,75,Holy Cross,78,Loss
15-01-2014,MA Lowell,70,Albany NY,66,Win
15-01-2014,Albany NY,66,MA Lowell,70,Loss
15-01-2014,American Univ,65,Lehigh,63,Win
15-01-2014,Lehigh,63,American Univ,65,Loss
15-01-2014,La Salle,72,Rhode Island,62,Win
15-01-2014,Rhode Island,62,La Salle,72,Loss
15-01-2014,Bowling Green,67,C Michigan,57,Win
15-01-2014,C Michigan,57,Bowling Green,67,Loss
15-01-2014,Rutgers,85,UCF,75,Win
15-01-2014,UCF,75,Rutgers,85,Loss
15-01-2014,New Hampshire,56,UMBC,42,Win
15-01-2014,UMBC,42,New Hampshire,56,Loss
15-01-2014,Coastal Car,81,UNC Asheville,78,Win
15-01-2014,UNC Asheville,78,Coastal Car,81,Loss
15-01-2014,Clemson,56,Virginia Tech,49,Win
15-01-2014,Virginia Tech,49,Clemson,56,Loss
15-01-2014,Ohio,71,Ball St,51,Win
15-01-2014,Ball St,51,Ohio,71,Loss
16-01-2014,Incarnate Word,87,Cent Arkansas,72,Win
16-01-2014,Cent Arkansas,72,Incarnate Word,87,Loss
16-01-2014,Chicago St,86,New Mexico St,81,Win
16-01-2014,New Mexico St,81,Chicago St,86,Loss
16-01-2014,S Dakota St,64,W Illinois,55,Win
16-01-2014,W Illinois,55,S Dakota St,64,Loss
16-01-2014,Louisiana Tech,73,Tulane,45,Win
16-01-2014,Tulane,45,Louisiana Tech,73,Loss
16-01-2014,Oral Roberts,82,Abilene Chr,59,Win
16-01-2014,Abilene Chr,59,Oral Roberts,82,Loss
16-01-2014,Nicholls St,66,Houston Bap,64,Win
16-01-2014,Houston Bap,64,Nicholls St,66,Loss
16-01-2014,SF Austin,74,Northwestern LA,58,Win
16-01-2014,Northwestern LA,58,SF Austin,74,Loss
16-01-2014,Niagara,67,Fairfield,63,Win
16-01-2014,Fairfield,63,Niagara,67,Loss
16-01-2014,TAM C. Christi,77,McNeese St,61,Win
16-01-2014,McNeese St,61,TAM C. Christi,77,Loss
16-01-2014,South Dakota,69,IUPUI,57,Win
16-01-2014,IUPUI,57,South Dakota,69,Loss
16-01-2014,Connecticut,83,Memphis,73,Win
16-01-2014,Memphis,73,Connecticut,83,Loss
16-01-2014,Ark Little Rock,87,W Kentucky,83,Win
16-01-2014,W Kentucky,83,Ark Little Rock,87,Loss
16-01-2014,TX Pan American,78,Missouri KC,66,Win
16-01-2014,Missouri KC,66,TX Pan American,78,Loss
16-01-2014,Lipscomb,88,Kennesaw,83,Win
16-01-2014,Kennesaw,83,Lipscomb,88,Loss
16-01-2014,N Dakota St,91,NE Omaha,69,Win
16-01-2014,NE Omaha,69,N Dakota St,91,Loss
16-01-2014,Edwardsville,71,Austin Peay,67,Win
16-01-2014,Austin Peay,67,Edwardsville,71,Loss
16-01-2014,Murray St,70,E Illinois,66,Win
16-01-2014,E Illinois,66,Murray St,70,Loss
16-01-2014,UTEP,63,Middle Tenn St,54,Win
16-01-2014,Middle Tenn St,54,UTEP,63,Loss
16-01-2014,Sam Houston St,85,SE Louisiana,78,Win
16-01-2014,SE Louisiana,78,Sam Houston St,85,Loss
16-01-2014,Utah Valley,71,Idaho,66,Win
16-01-2014,Idaho,66,Utah Valley,71,Loss
16-01-2014,UC Irvine,72,CS Fullerton,54,Win
16-01-2014,CS Fullerton,54,UC Irvine,72,Loss
16-01-2014,Idaho St,60,Southern Utah,45,Win
16-01-2014,Southern Utah,45,Idaho St,60,Loss
16-01-2014,Cal Poly SLO,62,CS Northridge,52,Win
16-01-2014,CS Northridge,52,Cal Poly SLO,62,Loss
16-01-2014,UC Riverside,81,UC Davis,69,Win
16-01-2014,UC Davis,69,UC Riverside,81,Loss
16-01-2014,CS Bakersfield,61,Seattle,57,Win
16-01-2014,Seattle,57,CS Bakersfield,61,Loss
16-01-2014,Portland St,68,CS Sacramento,64,Win
16-01-2014,CS Sacramento,64,Portland St,68,Loss
16-01-2014,BYU,83,San Francisco,76,Win
16-01-2014,San Francisco,76,BYU,83,Loss
16-01-2014,Santa Barbara,64,Long Beach St,51,Win
16-01-2014,Long Beach St,51,Santa Barbara,64,Loss
16-01-2014,Arizona,91,Arizona St,68,Win
16-01-2014,Arizona St,68,Arizona,91,Loss
16-01-2014,UCLA,69,Colorado,56,Win
16-01-2014,Colorado,56,UCLA,69,Loss
16-01-2014,ULM,75,Troy,64,Win
16-01-2014,Troy,64,ULM,75,Loss
16-01-2014,New Orleans,77,Lamar,55,Win
16-01-2014,Lamar,55,New Orleans,77,Loss
16-01-2014,Minnesota,63,Ohio St,53,Win
16-01-2014,Ohio St,53,Minnesota,63,Loss
16-01-2014,IPFW,67,Denver,64,Win
16-01-2014,Denver,64,IPFW,67,Loss
16-01-2014,Montana St,70,N Colorado,55,Win
16-01-2014,N Colorado,55,Montana St,70,Loss
16-01-2014,Montana,84,North Dakota,71,Win
16-01-2014,North Dakota,71,Montana,84,Loss
16-01-2014,Utah,84,USC,66,Win
16-01-2014,USC,66,Utah,84,Loss
16-01-2014,San Diego,69,Santa Clara,66,Win
16-01-2014,Santa Clara,66,San Diego,69,Loss
16-01-2014,Cleveland St,86,Oakland,76,Win
16-01-2014,Oakland,76,Cleveland St,86,Loss
16-01-2014,Portland,71,Loy Marymount,57,Win
16-01-2014,Loy Marymount,57,Portland,71,Loss
16-01-2014,Gonzaga,70,Pepperdine,53,Win
16-01-2014,Pepperdine,53,Gonzaga,70,Loss
16-01-2014,Georgia St,73,Arkansas St,72,Win
16-01-2014,Arkansas St,72,Georgia St,73,Loss
16-01-2014,Mt St Mary's,89,Wagner,80,Win
16-01-2014,Wagner,80,Mt St Mary's,89,Loss
16-01-2014,Vanderbilt,78,Missouri,75,Win
16-01-2014,Missouri,75,Vanderbilt,78,Loss
16-01-2014,Mercer,74,N Kentucky,58,Win
16-01-2014,N Kentucky,58,Mercer,74,Loss
16-01-2014,Louisville,91,Houston,52,Win
16-01-2014,Houston,52,Louisville,91,Loss
16-01-2014,Vermont,83,Maine,46,Win
16-01-2014,Maine,46,Vermont,83,Loss
16-01-2014,Morehead St,80,SE Missouri St,67,Win
16-01-2014,SE Missouri St,67,Morehead St,80,Loss
16-01-2014,Stetson,64,ETSU,58,Win
16-01-2014,ETSU,58,Stetson,64,Loss
16-01-2014,North Texas,80,Marshall,65,Win
16-01-2014,Marshall,65,North Texas,80,Loss
16-01-2014,Charlotte,90,Tulsa,86,Win
16-01-2014,Tulsa,86,Charlotte,90,Loss
16-01-2014,Southern Miss,84,Rice,62,Win
16-01-2014,Rice,62,Southern Miss,84,Loss
16-01-2014,Northern Arizona,84,E Washington,65,Win
16-01-2014,E Washington,65,Northern Arizona,84,Loss
16-01-2014,St Peter's,77,Rider,69,Win
16-01-2014,Rider,69,St Peter's,77,Loss
16-01-2014,South Alabama,81,ULL,73,Win
16-01-2014,ULL,73,South Alabama,81,Loss
16-01-2014,Ga Southern,88,Furman,81,Win
16-01-2014,Furman,81,Ga Southern,88,Loss
16-01-2014,Robert Morris,73,St Francis PA,68,Win
16-01-2014,St Francis PA,68,Robert Morris,73,Loss
16-01-2014,Providence,84,St John's,83,Win
16-01-2014,St John's,83,Providence,84,Loss
16-01-2014,UNC Greensboro,69,Citadel,65,Win
16-01-2014,Citadel,65,UNC Greensboro,69,Loss
16-01-2014,Quinnipiac,70,Monmouth NJ,61,Win
16-01-2014,Monmouth NJ,61,Quinnipiac,70,Loss
16-01-2014,Bryant,85,Sacred Heart,70,Win
16-01-2014,Sacred Heart,70,Bryant,85,Loss
16-01-2014,Jacksonville St,70,Tennessee St,64,Win
16-01-2014,Tennessee St,64,Jacksonville St,70,Loss
16-01-2014,WI Milwaukee,67,IL Chicago,63,Win
16-01-2014,IL Chicago,63,WI Milwaukee,67,Loss
16-01-2014,FL Gulf Coast,63,SC Upstate,60,Win
16-01-2014,SC Upstate,60,FL Gulf Coast,63,Loss
16-01-2014,UAB,78,UT San Antonio,65,Win
16-01-2014,UT San Antonio,65,UAB,78,Loss
16-01-2014,Elon,87,Davidson,85,Win
16-01-2014,Davidson,85,Elon,87,Loss
16-01-2014,E Kentucky,74,Belmont,63,Win
16-01-2014,Belmont,63,E Kentucky,74,Loss
16-01-2014,Chattanooga,80,Appalachian St,70,Win
16-01-2014,Appalachian St,70,Chattanooga,80,Loss
16-01-2014,St Francis NY,76,Central Conn,66,Win
16-01-2014,Central Conn,66,St Francis NY,76,Loss
16-01-2014,FL Atlantic,78,East Carolina,67,Win
16-01-2014,East Carolina,67,FL Atlantic,78,Loss
16-01-2014,Manhattan,90,Siena,68,Win
16-01-2014,Siena,68,Manhattan,90,Loss
16-01-2014,NC Central,71,NJIT,55,Win
16-01-2014,NJIT,55,NC Central,71,Loss
16-01-2014,Old Dominion,52,Florida Intl,36,Win
16-01-2014,Florida Intl,36,Old Dominion,52,Loss
16-01-2014,F Dickinson,89,Long Island,67,Win
16-01-2014,Long Island,67,F Dickinson,89,Loss
17-01-2014,Bradley,66,S Illinois,60,Win
17-01-2014,S Illinois,60,Bradley,66,Loss
17-01-2014,Canisius,85,Iona,83,Win
17-01-2014,Iona,83,Canisius,85,Loss
17-01-2014,North Florida,86,Jacksonville,82,Win
17-01-2014,Jacksonville,82,North Florida,86,Loss
17-01-2014,WI Green Bay,79,Wright St,69,Win
17-01-2014,Wright St,69,WI Green Bay,79,Loss
18-01-2014,Alcorn St,65,MS Valley St,53,Win
18-01-2014,MS Valley St,53,Alcorn St,65,Loss
18-01-2014,UNC Asheville,80,Charleston So,76,Win
18-01-2014,Charleston So,76,UNC Asheville,80,Loss
18-01-2014,Michigan,77,Wisconsin,70,Win
18-01-2014,Wisconsin,70,Michigan,77,Loss
18-01-2014,Colorado St,74,Air Force,68,Win
18-01-2014,Air Force,68,Colorado St,74,Loss
18-01-2014,UT Arlington,56,Texas St,48,Win
18-01-2014,Texas St,48,UT Arlington,56,Loss
18-01-2014,NE Omaha,80,S Dakota St,71,Win
18-01-2014,S Dakota St,71,NE Omaha,80,Loss
18-01-2014,Davidson,93,UNC Greensboro,82,Win
18-01-2014,UNC Greensboro,82,Davidson,93,Loss
18-01-2014,Oral Roberts,79,Incarnate Word,77,Win
18-01-2014,Incarnate Word,77,Oral Roberts,79,Loss
18-01-2014,St Francis NY,74,Sacred Heart,71,Win
18-01-2014,Sacred Heart,71,St Francis NY,74,Loss
18-01-2014,Prairie View,85,Jackson St,80,Win
18-01-2014,Jackson St,80,Prairie View,85,Loss
18-01-2014,San Diego St,63,UNLV,52,Win
18-01-2014,UNLV,52,San Diego St,63,Loss
18-01-2014,Columbia,71,Cornell,61,Win
18-01-2014,Cornell,61,Columbia,71,Loss
18-01-2014,N Kentucky,82,Kennesaw,69,Win
18-01-2014,Kennesaw,69,N Kentucky,82,Loss
18-01-2014,Savannah St,70,Bethune-Cookman,60,Win
18-01-2014,Bethune-Cookman,60,Savannah St,70,Loss
18-01-2014,Coppin St,71,Hampton,68,Win
18-01-2014,Hampton,68,Coppin St,71,Loss
18-01-2014,Denver,66,IUPUI,45,Win
18-01-2014,IUPUI,45,Denver,66,Loss
18-01-2014,Morgan St,87,Norfolk St,70,Win
18-01-2014,Norfolk St,70,Morgan St,87,Loss
18-01-2014,NC A&T,88,NJIT,82,Win
18-01-2014,NJIT,82,NC A&T,88,Loss
18-01-2014,Florida Intl,68,East Carolina,64,Win
18-01-2014,East Carolina,64,Florida Intl,68,Loss
18-01-2014,Abilene Chr,73,Cent Arkansas,72,Win
18-01-2014,Cent Arkansas,72,Abilene Chr,73,Loss
18-01-2014,Utah,74,UCLA,69,Win
18-01-2014,UCLA,69,Utah,74,Loss
18-01-2014,McNeese St,70,Houston Bap,68,Win
18-01-2014,Houston Bap,68,McNeese St,70,Loss
18-01-2014,Kansas,80,Oklahoma St,78,Win
18-01-2014,Oklahoma St,78,Kansas,80,Loss
18-01-2014,Texas,86,Iowa St,76,Win
18-01-2014,Iowa St,76,Texas,86,Loss
18-01-2014,Syracuse,59,Pittsburgh,54,Win
18-01-2014,Pittsburgh,54,Syracuse,59,Loss
18-01-2014,Holy Cross,61,Lehigh,42,Win
18-01-2014,Lehigh,42,Holy Cross,61,Loss
18-01-2014,Clemson,61,Wake Forest,53,Win
18-01-2014,Wake Forest,53,Clemson,61,Loss
18-01-2014,Villanova,88,DePaul,62,Win
18-01-2014,DePaul,62,Villanova,88,Loss
18-01-2014,Cincinnati,61,South Florida,54,Win
18-01-2014,South Florida,54,Cincinnati,61,Loss
18-01-2014,TAM C. Christi,70,Nicholls St,67,Win
18-01-2014,Nicholls St,67,TAM C. Christi,70,Loss
18-01-2014,Mercer,87,Lipscomb,66,Win
18-01-2014,Lipscomb,66,Mercer,87,Loss
18-01-2014,South Dakota,75,IPFW,61,Win
18-01-2014,IPFW,61,South Dakota,75,Loss
18-01-2014,Wichita St,68,Indiana St,48,Win
18-01-2014,Indiana St,48,Wichita St,68,Loss
18-01-2014,Quinnipiac,85,Niagara,71,Win
18-01-2014,Niagara,71,Quinnipiac,85,Loss
18-01-2014,NC Central,62,Delaware St,52,Win
18-01-2014,Delaware St,52,NC Central,62,Loss
18-01-2014,VA Commonwealth,80,Duquesne,65,Win
18-01-2014,Duquesne,65,VA Commonwealth,80,Loss
18-01-2014,Radford,93,Longwood,76,Win
18-01-2014,Longwood,76,Radford,93,Loss
18-01-2014,G Washington,79,St Bonaventure,71,Win
18-01-2014,St Bonaventure,71,G Washington,79,Loss
18-01-2014,LSU,81,Vanderbilt,58,Win
18-01-2014,Vanderbilt,58,LSU,81,Loss
18-01-2014,Louisville,76,Connecticut,64,Win
18-01-2014,Connecticut,64,Louisville,76,Loss
18-01-2014,Weber St,65,Southern Utah,59,Win
18-01-2014,Southern Utah,59,Weber St,65,Loss
18-01-2014,N Colorado,84,Montana,73,Win
18-01-2014,Montana,73,N Colorado,84,Loss
18-01-2014,Colorado,83,USC,62,Win
18-01-2014,USC,62,Colorado,83,Loss
18-01-2014,Southern Univ,60,Ark Pine Bluff,56,Win
18-01-2014,Ark Pine Bluff,56,Southern Univ,60,Loss
18-01-2014,Belmont,79,Tennessee St,65,Win
18-01-2014,Tennessee St,65,Belmont,79,Loss
18-01-2014,TX Southern,74,Grambling,72,Win
18-01-2014,Grambling,72,TX Southern,74,Loss
18-01-2014,ULL,72,Troy,59,Win
18-01-2014,Troy,59,ULL,72,Loss
18-01-2014,CS Sacramento,75,E Washington,64,Win
18-01-2014,E Washington,64,CS Sacramento,75,Loss
18-01-2014,San Francisco,64,San Diego,62,Win
18-01-2014,San Diego,62,San Francisco,64,Loss
18-01-2014,Hawaii,100,UC Riverside,69,Win
18-01-2014,UC Riverside,69,Hawaii,100,Loss
18-01-2014,Stanford,79,Washington,67,Win
18-01-2014,Washington,67,Stanford,79,Loss
18-01-2014,Santa Barbara,79,CS Northridge,69,Win
18-01-2014,CS Northridge,69,Santa Barbara,79,Loss
18-01-2014,Long Beach St,63,Cal Poly SLO,62,Win
18-01-2014,Cal Poly SLO,62,Long Beach St,63,Loss
18-01-2014,North Dakota,72,Montana St,69,Win
18-01-2014,Montana St,69,North Dakota,72,Loss
18-01-2014,UC Davis,69,CS Fullerton,61,Win
18-01-2014,CS Fullerton,61,UC Davis,69,Loss
18-01-2014,Idaho,64,CS Bakersfield,61,Win
18-01-2014,CS Bakersfield,61,Idaho,64,Loss
18-01-2014,Ohio,65,N Illinois,46,Win
18-01-2014,N Illinois,46,Ohio,65,Loss
18-01-2014,Rider,66,Marist,56,Win
18-01-2014,Marist,56,Rider,66,Loss
18-01-2014,High Point,76,Liberty,70,Win
18-01-2014,Liberty,70,High Point,76,Loss
18-01-2014,Stony Brook,70,MA Lowell,65,Win
18-01-2014,MA Lowell,65,Stony Brook,70,Loss
18-01-2014,Purdue,65,Penn St,64,Win
18-01-2014,Penn St,64,Purdue,65,Loss
18-01-2014,Old Dominion,65,FL Atlantic,60,Win
18-01-2014,FL Atlantic,60,Old Dominion,65,Loss
18-01-2014,Alabama St,67,Alabama A&M,58,Win
18-01-2014,Alabama A&M,58,Alabama St,67,Loss
18-01-2014,Winthrop,73,Coastal Car,72,Win
18-01-2014,Coastal Car,72,Winthrop,73,Loss
18-01-2014,Massachusetts,84,Elon,74,Win
18-01-2014,Elon,74,Massachusetts,84,Loss
18-01-2014,E Kentucky,60,Jacksonville St,56,Win
18-01-2014,Jacksonville St,56,E Kentucky,60,Loss
18-01-2014,UTEP,63,UAB,61,Win
18-01-2014,UAB,61,UTEP,63,Loss
18-01-2014,FL Gulf Coast,90,ETSU,62,Win
18-01-2014,ETSU,62,FL Gulf Coast,90,Loss
18-01-2014,Michigan St,78,Illinois,62,Win
18-01-2014,Illinois,62,Michigan St,78,Loss
18-01-2014,W Kentucky,82,Arkansas St,77,Win
18-01-2014,Arkansas St,77,W Kentucky,82,Loss
18-01-2014,Florida A&M,78,S Carolina St,72,Win
18-01-2014,S Carolina St,72,Florida A&M,78,Loss
18-01-2014,Youngstown St,77,Detroit,63,Win
18-01-2014,Detroit,63,Youngstown St,77,Loss
18-01-2014,Chattanooga,71,Wofford,57,Win
18-01-2014,Wofford,57,Chattanooga,71,Loss
18-01-2014,Sam Houston St,77,New Orleans,70,Win
18-01-2014,New Orleans,70,Sam Houston St,77,Loss
18-01-2014,Furman,76,Citadel,71,Win
18-01-2014,Citadel,71,Furman,76,Loss
18-01-2014,Howard,88,MD E Shore,55,Win
18-01-2014,MD E Shore,55,Howard,88,Loss
18-01-2014,ULM,64,South Alabama,58,Win
18-01-2014,South Alabama,58,ULM,64,Loss
18-01-2014,Mississippi St,81,Texas A&M,72,Win
18-01-2014,Texas A&M,72,Mississippi St,81,Loss
18-01-2014,Stetson,77,SC Upstate,73,Win
18-01-2014,SC Upstate,73,Stetson,77,Loss
18-01-2014,American Univ,66,Lafayette,61,Win
18-01-2014,Lafayette,61,American Univ,66,Loss
18-01-2014,Rhode Island,71,George Mason,69,Win
18-01-2014,George Mason,69,Rhode Island,71,Loss
18-01-2014,W Carolina,67,Samford,64,Win
18-01-2014,Samford,64,W Carolina,67,Loss
18-01-2014,St John's,69,Dartmouth,55,Win
18-01-2014,Dartmouth,55,St John's,69,Loss
18-01-2014,Georgia,66,Arkansas,61,Win
18-01-2014,Arkansas,61,Georgia,66,Loss
18-01-2014,William & Mary,78,James Madison,56,Win
18-01-2014,James Madison,56,William & Mary,78,Loss
18-01-2014,Northern Iowa,94,Missouri St,89,Win
18-01-2014,Missouri St,89,Northern Iowa,94,Loss
18-01-2014,Middle Tenn St,80,UT San Antonio,58,Win
18-01-2014,UT San Antonio,58,Middle Tenn St,80,Loss
18-01-2014,Texas Tech,60,TCU,49,Win
18-01-2014,TCU,49,Texas Tech,60,Loss
18-01-2014,SE Louisiana,91,Lamar,65,Win
18-01-2014,Lamar,65,SE Louisiana,91,Loss
18-01-2014,Illinois St,77,Drake,63,Win
18-01-2014,Drake,63,Illinois St,77,Loss
18-01-2014,Hartford,60,New Hampshire,43,Win
18-01-2014,New Hampshire,43,Hartford,60,Loss
18-01-2014,Missouri KC,68,New Mexico St,66,Win
18-01-2014,New Mexico St,66,Missouri KC,68,Loss
18-01-2014,Evansville,53,Loyola-Chicago,48,Win
18-01-2014,Loyola-Chicago,48,Evansville,53,Loss
18-01-2014,Memphis,101,LeMoyne-Owen,78,Win
18-01-2014,LeMoyne-Owen,78,Memphis,101,Loss
18-01-2014,Wagner,56,St Francis PA,50,Win
18-01-2014,St Francis PA,50,Wagner,56,Loss
18-01-2014,St Joseph's PA,85,Penn,68,Win
18-01-2014,Penn,68,St Joseph's PA,85,Loss
18-01-2014,North Carolina,82,Boston College,71,Win
18-01-2014,Boston College,71,North Carolina,82,Loss
18-01-2014,Tulsa,69,Marshall,52,Win
18-01-2014,Marshall,52,Tulsa,69,Loss
18-01-2014,Virginia,78,Florida St,66,Win
18-01-2014,Florida St,66,Virginia,78,Loss
18-01-2014,Delaware,74,Northeastern,70,Win
18-01-2014,Northeastern,70,Delaware,74,Loss
18-01-2014,Seton Hall,67,Georgetown,57,Win
18-01-2014,Georgetown,57,Seton Hall,67,Loss
18-01-2014,Yale,74,Brown,67,Win
18-01-2014,Brown,67,Yale,74,Loss
18-01-2014,Kentucky,74,Tennessee,66,Win
18-01-2014,Tennessee,66,Kentucky,74,Loss
18-01-2014,Northwestern,54,Indiana,47,Win
18-01-2014,Indiana,47,Northwestern,54,Loss
18-01-2014,La Salle,74,Temple,68,Win
18-01-2014,Temple,68,La Salle,74,Loss
18-01-2014,Fairfield,71,Manhattan,67,Win
18-01-2014,Manhattan,67,Fairfield,71,Loss
18-01-2014,Charlotte,76,North Texas,74,Win
18-01-2014,North Texas,74,Charlotte,76,Loss
18-01-2014,Morehead St,82,TN Martin,75,Win
18-01-2014,TN Martin,75,Morehead St,82,Loss
18-01-2014,E Michigan,72,C Michigan,59,Win
18-01-2014,C Michigan,59,E Michigan,72,Loss
18-01-2014,Drexel,79,UNC Wilmington,63,Win
18-01-2014,UNC Wilmington,63,Drexel,79,Loss
18-01-2014,Albany NY,85,Maine,78,Win
18-01-2014,Maine,78,Albany NY,85,Loss
18-01-2014,SMU,58,UCF,46,Win
18-01-2014,UCF,46,SMU,58,Loss
18-01-2014,Toledo,75,Akron,61,Win
18-01-2014,Akron,61,Toledo,75,Loss
18-01-2014,SE Missouri St,83,Tennessee Tech,74,Win
18-01-2014,Tennessee Tech,74,SE Missouri St,83,Loss
18-01-2014,New Mexico,89,Fresno St,78,Win
18-01-2014,Fresno St,78,New Mexico,89,Loss
18-01-2014,Richmond,73,Dayton,64,Win
18-01-2014,Dayton,64,Richmond,73,Loss
18-01-2014,Gonzaga,82,Loy Marymount,72,Win
18-01-2014,Loy Marymount,72,Gonzaga,82,Loss
18-01-2014,E Illinois,67,Austin Peay,64,Win
18-01-2014,Austin Peay,64,E Illinois,67,Loss
18-01-2014,Bryant,95,F Dickinson,68,Win
18-01-2014,F Dickinson,68,Bryant,95,Loss
18-01-2014,Wyoming,67,San Jose St,56,Win
18-01-2014,San Jose St,56,Wyoming,67,Loss
18-01-2014,Valparaiso,75,WI Milwaukee,62,Win
18-01-2014,WI Milwaukee,62,Valparaiso,75,Loss
18-01-2014,Buffalo,71,Kent,60,Win
18-01-2014,Kent,60,Buffalo,71,Loss
18-01-2014,St Louis,70,Fordham,48,Win
18-01-2014,Fordham,48,St Louis,70,Loss
18-01-2014,Mississippi,75,South Carolina,74,Win
18-01-2014,South Carolina,74,Mississippi,75,Loss
18-01-2014,Long Island,62,Central Conn,61,Win
18-01-2014,Central Conn,61,Long Island,62,Loss
18-01-2014,California,76,Washington St,55,Win
18-01-2014,Washington St,55,California,76,Loss
18-01-2014,Florida,68,Auburn,61,Win
18-01-2014,Auburn,61,Florida,68,Loss
18-01-2014,TX Pan American,84,Chicago St,61,Win
18-01-2014,Chicago St,61,TX Pan American,84,Loss
18-01-2014,Pepperdine,76,Portland,65,Win
18-01-2014,Portland,65,Pepperdine,76,Loss
18-01-2014,N Dakota St,65,W Illinois,52,Win
18-01-2014,W Illinois,52,N Dakota St,65,Loss
18-01-2014,St Mary's CA,79,Pacific,73,Win
18-01-2014,Pacific,73,St Mary's CA,79,Loss
18-01-2014,BYU,91,Santa Clara,81,Win
18-01-2014,Santa Clara,81,BYU,91,Loss
18-01-2014,Edwardsville,67,Murray St,60,Win
18-01-2014,Murray St,60,Edwardsville,67,Loss
18-01-2014,Missouri,68,Alabama,47,Win
18-01-2014,Alabama,47,Missouri,68,Loss
18-01-2014,Robert Morris,77,Mt St Mary's,69,Win
18-01-2014,Mt St Mary's,69,Robert Morris,77,Loss
18-01-2014,Oklahoma,66,Baylor,64,Win
18-01-2014,Baylor,64,Oklahoma,66,Loss
18-01-2014,Duke,95,NC State,60,Win
