Date,Team,Opponent,Team Score,Opponent Score,Team Result
02-03-2013,Gonzaga,Portland,81,52,Win
02-03-2013,Portland,Gonzaga,52,81,Loss
02-03-2013,Alabama St,Grambling,74,62,Win
02-03-2013,Grambling,Alabama St,62,74,Loss
02-03-2013,Hampton,Florida A&M,77,68,Win
02-03-2013,Florida A&M,Hampton,68,77,Loss
02-03-2013,Cal Poly SLO,Hawaii,64,61,Win
02-03-2013,Hawaii,Cal Poly SLO,61,64,Loss
02-03-2013,High Point,Campbell,63,62,Win
02-03-2013,Campbell,High Point,62,63,Loss
02-03-2013,Holy Cross,Colgate,74,59,Win
02-03-2013,Colgate,Holy Cross,59,74,Loss
02-03-2013,Houston,Marshall,103,76,Win
02-03-2013,Marshall,Houston,76,103,Loss
02-03-2013,Delaware St,Howard,56,53,Win
02-03-2013,Howard,Delaware St,53,56,Loss
02-03-2013,Detroit,IL Chicago,79,67,Win
02-03-2013,IL Chicago,Detroit,67,79,Loss
02-03-2013,Illinois,Nebraska,72,65,Win
02-03-2013,Nebraska,Illinois,65,72,Loss
02-03-2013,Indiana,Iowa,73,60,Win
02-03-2013,Iowa,Indiana,60,73,Loss
02-03-2013,Missouri KC,IUPUI,48,44,Win
02-03-2013,IUPUI,Missouri KC,44,48,Loss
02-03-2013,Jackson St,Alabama A&M,60,57,Win
02-03-2013,Alabama A&M,Jackson St,57,60,Loss
02-03-2013,Kansas,West Virginia,91,65,Win
02-03-2013,West Virginia,Kansas,65,91,Loss
02-03-2013,La Salle,Duquesne,97,64,Win
02-03-2013,Duquesne,La Salle,64,97,Loss
02-03-2013,Lafayette,American Univ,80,72,Win
02-03-2013,American Univ,Lafayette,72,80,Loss
02-03-2013,Oral Roberts,Lamar,68,50,Win
02-03-2013,Lamar,Oral Roberts,50,68,Loss
02-03-2013,Lehigh,Army,81,75,Win
02-03-2013,Army,Lehigh,75,81,Loss
02-03-2013,North Florida,Lipscomb,85,78,Win
02-03-2013,Lipscomb,North Florida,78,85,Loss
02-03-2013,Long Island,Quinnipiac,96,90,Win
02-03-2013,Quinnipiac,Long Island,90,96,Loss
02-03-2013,Louisiana Tech,San Jose St,88,61,Win
02-03-2013,San Jose St,Louisiana Tech,61,88,Loss
02-03-2013,BYU,Loy Marymount,73,70,Win
02-03-2013,Loy Marymount,BYU,70,73,Loss
02-03-2013,Marquette,Notre Dame,72,64,Win
02-03-2013,Notre Dame,Marquette,64,72,Loss
02-03-2013,Cent Arkansas,McNeese St,68,67,Win
02-03-2013,McNeese St,Cent Arkansas,67,68,Loss
02-03-2013,Kent,Miami OH,78,58,Win
02-03-2013,Miami OH,Kent,58,78,Loss
02-03-2013,Michigan,Michigan St,58,57,Win
02-03-2013,Michigan St,Michigan,57,58,Loss
02-03-2013,Minnesota,Penn St,73,44,Win
02-03-2013,Penn St,Minnesota,44,73,Loss
02-03-2013,Mississippi St,Mississippi,73,67,Win
02-03-2013,Mississippi,Mississippi St,67,73,Loss
02-03-2013,Missouri,LSU,89,76,Win
02-03-2013,LSU,Missouri,76,89,Loss
02-03-2013,Missouri St,Bradley,64,56,Win
02-03-2013,Bradley,Missouri St,56,64,Loss
02-03-2013,Wagner,Monmouth NJ,67,57,Win
02-03-2013,Monmouth NJ,Wagner,57,67,Loss
02-03-2013,Montana,Montana St,71,68,Win
02-03-2013,Montana St,Montana,68,71,Loss
02-03-2013,Morgan St,MD E Shore,58,45,Win
02-03-2013,MD E Shore,Morgan St,45,58,Loss
02-03-2013,SE Missouri St,Murray St,84,68,Win
02-03-2013,Murray St,SE Missouri St,68,84,Loss
02-03-2013,C Michigan,N Illinois,69,50,Win
02-03-2013,N Illinois,C Michigan,50,69,Loss
02-03-2013,N Kentucky,Jacksonville,66,62,Win
02-03-2013,Jacksonville,N Kentucky,62,66,Loss
02-03-2013,Bucknell,Navy,62,46,Win
02-03-2013,Navy,Bucknell,46,62,Loss
02-03-2013,NC A&T,S Carolina St,58,35,Win
02-03-2013,S Carolina St,NC A&T,35,58,Loss
02-03-2013,NC Central,Savannah St,51,47,Win
02-03-2013,Savannah St,NC Central,47,51,Loss
02-03-2013,N Dakota St,NE Omaha,84,57,Win
02-03-2013,NE Omaha,N Dakota St,57,84,Loss
02-03-2013,UNLV,Nevada,80,63,Win
02-03-2013,Nevada,UNLV,63,80,Loss
02-03-2013,New Mexico,Wyoming,53,42,Win
02-03-2013,Wyoming,New Mexico,42,53,Loss
02-03-2013,Niagara,St Peter's,78,61,Win
02-03-2013,St Peter's,Niagara,61,78,Loss
02-03-2013,NJIT,Houston Bap,69,58,Win
02-03-2013,Houston Bap,NJIT,58,69,Loss
02-03-2013,Norfolk St,Bethune-Cookman,62,61,Win
02-03-2013,Bethune-Cookman,Norfolk St,61,62,Loss
02-03-2013,Old Dominion,Northeastern,81,74,Win
02-03-2013,Northeastern,Old Dominion,74,81,Loss
02-03-2013,Weber St,Northern Arizona,80,78,Win
02-03-2013,Northern Arizona,Weber St,78,80,Loss
02-03-2013,Northern Iowa,Illinois St,80,72,Win
02-03-2013,Illinois St,Northern Iowa,72,80,Loss
02-03-2013,IPFW,Oakland,74,72,Win
02-03-2013,Oakland,IPFW,72,74,Loss
02-03-2013,Oklahoma,Iowa St,86,69,Win
02-03-2013,Iowa St,Oklahoma,69,86,Loss
02-03-2013,Oklahoma St,Texas,78,65,Win
02-03-2013,Texas,Oklahoma St,65,78,Loss
02-03-2013,Penn,Harvard,75,72,Win
02-03-2013,Harvard,Penn,72,75,Loss
02-03-2013,N Colorado,Portland St,85,75,Win
02-03-2013,Portland St,N Colorado,75,85,Loss
02-03-2013,Southern Univ,Prairie View,61,39,Win
02-03-2013,Prairie View,Southern Univ,39,61,Loss
02-03-2013,Princeton,Dartmouth,68,63,Win
02-03-2013,Dartmouth,Princeton,63,68,Loss
02-03-2013,Providence,St John's,62,59,Win
02-03-2013,St John's,Providence,59,62,Loss
02-03-2013,Liberty,Radford,73,56,Win
02-03-2013,Radford,Liberty,56,73,Loss
02-03-2013,UTEP,Rice,67,56,Win
02-03-2013,Rice,UTEP,56,67,Loss
02-03-2013,Sam Houston St,SE Louisiana,54,45,Win
02-03-2013,SE Louisiana,Sam Houston St,45,54,Loss
02-03-2013,San Diego,Pepperdine,76,69,Win
02-03-2013,Pepperdine,San Diego,69,76,Loss
02-03-2013,SF Austin,Northwestern LA,64,63,Win
02-03-2013,Northwestern LA,SF Austin,63,64,Loss
02-03-2013,Southern Miss,East Carolina,88,69,Win
02-03-2013,East Carolina,Southern Miss,69,88,Loss
02-03-2013,St Bonaventure,Charlotte,104,83,Win
02-03-2013,Charlotte,St Bonaventure,83,104,Loss
02-03-2013,St Francis NY,Sacred Heart,92,80,Win
02-03-2013,Sacred Heart,St Francis NY,80,92,Loss
02-03-2013,St Joseph's PA,Fordham,82,56,Win
02-03-2013,Fordham,St Joseph's PA,56,82,Loss
02-03-2013,St Mary's CA,Santa Clara,80,67,Win
02-03-2013,Santa Clara,St Mary's CA,67,80,Loss
02-03-2013,Mercer,Stetson,77,65,Win
02-03-2013,Stetson,Mercer,65,77,Loss
02-03-2013,Louisville,Syracuse,58,53,Win
02-03-2013,Syracuse,Louisville,53,58,Loss
02-03-2013,TAM C. Christi,Nicholls St,68,64,Win
02-03-2013,Nicholls St,TAM C. Christi,64,68,Loss
02-03-2013,Temple,Rhode Island,76,70,Win
02-03-2013,Rhode Island,Temple,70,76,Loss
02-03-2013,Tennessee St,E Kentucky,85,81,Win
02-03-2013,E Kentucky,Tennessee St,81,85,Loss
02-03-2013,Tennessee Tech,Morehead St,72,66,Win
02-03-2013,Morehead St,Tennessee Tech,66,72,Loss
02-03-2013,Texas A&M,South Carolina,74,56,Win
02-03-2013,South Carolina,Texas A&M,56,74,Loss
02-03-2013,Idaho,Texas St,90,81,Win
02-03-2013,Texas St,Idaho,81,90,Loss
02-03-2013,Texas Tech,TCU,72,63,Win
02-03-2013,TCU,Texas Tech,63,72,Loss
02-03-2013,Ball St,Toledo,86,72,Win
02-03-2013,Toledo,Ball St,72,86,Loss
02-03-2013,Towson,Hofstra,67,64,Win
02-03-2013,Hofstra,Towson,64,67,Loss
02-03-2013,South Alabama,Troy,53,49,Win
02-03-2013,Troy,South Alabama,49,53,Loss
02-03-2013,Tulsa,Tulane,78,66,Win
02-03-2013,Tulane,Tulsa,66,78,Loss
02-03-2013,TX Southern,Alcorn St,78,59,Win
02-03-2013,Alcorn St,TX Southern,59,78,Loss
02-03-2013,UAB,SMU,74,69,Win
02-03-2013,SMU,UAB,69,74,Loss
02-03-2013,UC Irvine,Long Beach St,72,69,Win
02-03-2013,Long Beach St,UC Irvine,69,72,Loss
02-03-2013,Pacific,UC Riverside,70,68,Win
02-03-2013,UC Riverside,Pacific,68,70,Loss
02-03-2013,Memphis,UCF,76,67,Win
02-03-2013,UCF,Memphis,67,76,Loss
02-03-2013,UCLA,Arizona,74,69,Win
02-03-2013,Arizona,UCLA,69,74,Loss
02-03-2013,ULL,ULM,71,63,Win
02-03-2013,ULM,ULL,63,71,Loss
02-03-2013,USC,Arizona St,57,56,Win
02-03-2013,Arizona St,USC,56,57,Loss
02-03-2013,UT Arlington,Utah St,61,46,Win
02-03-2013,Utah St,UT Arlington,46,61,Loss
02-03-2013,Seattle,UT San Antonio,53,37,Win
02-03-2013,UT San Antonio,Seattle,37,53,Loss
02-03-2013,Utah Valley,Chicago St,76,69,Win
02-03-2013,Chicago St,Utah Valley,69,76,Loss
02-03-2013,VA Commonwealth,Butler,84,52,Win
02-03-2013,Butler,VA Commonwealth,52,84,Loss
02-03-2013,Virginia Tech,Clemson,69,61,Win
02-03-2013,Clemson,Virginia Tech,61,69,Loss
02-03-2013,VMI,Longwood,94,80,Win
02-03-2013,Longwood,VMI,80,94,Loss
02-03-2013,W Carolina,Samford,56,54,Win
02-03-2013,Samford,W Carolina,54,56,Loss
02-03-2013,W Illinois,South Dakota,61,59,Win
02-03-2013,South Dakota,W Illinois,59,61,Loss
02-03-2013,Middle Tenn St,W Kentucky,70,62,Win
02-03-2013,W Kentucky,Middle Tenn St,62,70,Loss
02-03-2013,Maryland,Wake Forest,67,57,Win
02-03-2013,Wake Forest,Maryland,57,67,Loss
02-03-2013,Valparaiso,WI Green Bay,75,56,Win
02-03-2013,WI Green Bay,Valparaiso,56,75,Loss
02-03-2013,James Madison,William & Mary,69,67,Win
02-03-2013,William & Mary,James Madison,67,69,Loss
02-03-2013,Winthrop,UNC Asheville,70,61,Win
02-03-2013,UNC Asheville,Winthrop,61,70,Loss
02-03-2013,Purdue,Wisconsin,69,56,Win
02-03-2013,Wisconsin,Purdue,56,69,Loss
02-03-2013,Wofford,Citadel,69,62,Win
02-03-2013,Citadel,Wofford,62,69,Loss
02-03-2013,Wright St,Youngstown St,72,45,Win
02-03-2013,Youngstown St,Wright St,45,72,Loss
02-03-2013,Massachusetts,Xavier,77,72,Win
02-03-2013,Xavier,Massachusetts,72,77,Loss
01-03-2013,Columbia,Yale,59,46,Win
01-03-2013,Yale,Columbia,46,59,Loss
01-03-2013,Brown,Cornell,84,65,Win
01-03-2013,Cornell,Brown,65,84,Loss
01-03-2013,SC Upstate,ETSU,88,56,Win
01-03-2013,ETSU,SC Upstate,56,88,Loss
01-03-2013,Iona,Loyola MD,90,86,Win
01-03-2013,Loyola MD,Iona,86,90,Loss
01-03-2013,Loyola-Chicago,Cleveland St,87,60,Win
01-03-2013,Cleveland St,Loyola-Chicago,60,87,Loss
01-03-2013,Manhattan,Fairfield,34,31,Win
01-03-2013,Fairfield,Manhattan,31,34,Loss
01-03-2013,Dartmouth,Penn,69,64,Win
01-03-2013,Penn,Dartmouth,64,69,Loss
01-03-2013,Princeton,Harvard,58,53,Win
01-03-2013,Harvard,Princeton,53,58,Loss
01-03-2013,Marist,Siena,76,74,Win
01-03-2013,Siena,Marist,74,76,Loss
28-02-2013,Albany NY,New Hampshire,56,49,Win
28-02-2013,New Hampshire,Albany NY,49,56,Loss
28-02-2013,Appalachian St,Samford,70,67,Win
28-02-2013,Samford,Appalachian St,67,70,Loss
28-02-2013,Ark Little Rock,ULL,77,68,Win
28-02-2013,ULL,Ark Little Rock,68,77,Loss
28-02-2013,SE Missouri St,Austin Peay,108,81,Win
28-02-2013,Austin Peay,SE Missouri St,81,108,Loss
28-02-2013,Vermont,Binghamton,78,61,Win
28-02-2013,Binghamton,Vermont,61,78,Loss
28-02-2013,Stony Brook,Boston Univ,71,55,Win
28-02-2013,Boston Univ,Stony Brook,55,71,Loss
28-02-2013,Robert Morris,Bryant,77,75,Win
28-02-2013,Bryant,Robert Morris,75,77,Loss
28-02-2013,Gonzaga,BYU,70,65,Win
28-02-2013,BYU,Gonzaga,65,70,Loss
28-02-2013,California,Utah,64,46,Win
28-02-2013,Utah,California,46,64,Loss
28-02-2013,Canisius,St Peter's,77,65,Win
28-02-2013,St Peter's,Canisius,65,77,Loss
28-02-2013,Central Conn,St Francis PA,84,81,Win
28-02-2013,St Francis PA,Central Conn,81,84,Loss
28-02-2013,Citadel,Furman,68,57,Win
28-02-2013,Furman,Citadel,57,68,Loss
28-02-2013,North Carolina,Clemson,68,59,Win
28-02-2013,Clemson,North Carolina,59,68,Loss
28-02-2013,Col Charleston,Wofford,55,50,Win
28-02-2013,Wofford,Col Charleston,50,55,Loss
28-02-2013,Pacific,CS Fullerton,64,55,Win
28-02-2013,CS Fullerton,Pacific,55,64,Loss
28-02-2013,Cal Poly SLO,CS Northridge,81,61,Win
28-02-2013,CS Northridge,Cal Poly SLO,61,81,Loss
28-02-2013,Weber St,CS Sacramento,70,55,Win
28-02-2013,CS Sacramento,Weber St,55,70,Loss
28-02-2013,N Colorado,E Washington,88,80,Win
28-02-2013,E Washington,N Colorado,80,88,Loss
28-02-2013,Wagner,F Dickinson,84,66,Win
28-02-2013,F Dickinson,Wagner,66,84,Loss
28-02-2013,FL Gulf Coast,Mercer,60,57,Win
28-02-2013,Mercer,FL Gulf Coast,57,60,Loss
28-02-2013,Alabama A&M,Grambling,74,47,Win
28-02-2013,Grambling,Alabama A&M,47,74,Loss
28-02-2013,Hartford,MD Baltimore Co,68,56,Win
28-02-2013,MD Baltimore Co,Hartford,56,68,Loss
28-02-2013,Hawaii,Santa Barbara,70,66,Win
28-02-2013,Santa Barbara,Hawaii,66,70,Loss
28-02-2013,South Dakota,IUPUI,87,69,Win
28-02-2013,IUPUI,South Dakota,69,87,Loss
28-02-2013,Jackson St,Alabama St,70,65,Win
28-02-2013,Alabama St,Jackson St,65,70,Loss
28-02-2013,Cent Arkansas,Lamar,106,99,Win
28-02-2013,Lamar,Cent Arkansas,99,106,Loss
28-02-2013,Lipscomb,Jacksonville,77,73,Win
28-02-2013,Jacksonville,Lipscomb,73,77,Loss
28-02-2013,Long Island,Sacred Heart,70,68,Win
28-02-2013,Sacred Heart,Long Island,68,70,Loss
28-02-2013,Louisiana Tech,Utah St,84,61,Win
28-02-2013,Utah St,Louisiana Tech,61,84,Loss
28-02-2013,McNeese St,Oral Roberts,56,54,Win
28-02-2013,Oral Roberts,McNeese St,54,56,Loss
28-02-2013,Mt St Mary's,Monmouth NJ,77,63,Win
28-02-2013,Monmouth NJ,Mt St Mary's,63,77,Loss
28-02-2013,Ark Pine Bluff,MS Valley St,78,70,Win
28-02-2013,MS Valley St,Ark Pine Bluff,70,78,Loss
28-02-2013,TN Martin,Murray St,69,68,Win
28-02-2013,Murray St,TN Martin,68,69,Loss
28-02-2013,N Kentucky,North Florida,72,45,Win
28-02-2013,North Florida,N Kentucky,45,72,Loss
28-02-2013,S Dakota St,NE Omaha,100,82,Win
28-02-2013,NE Omaha,S Dakota St,82,100,Loss
28-02-2013,Rider,Niagara,68,59,Win
28-02-2013,Niagara,Rider,59,68,Loss
28-02-2013,North Texas,Arkansas St,74,50,Win
28-02-2013,Arkansas St,North Texas,50,74,Loss
28-02-2013,Northern Arizona,Idaho St,67,58,Win
28-02-2013,Idaho St,Northern Arizona,58,67,Loss
28-02-2013,Ohio St,Northwestern,63,53,Win
28-02-2013,Northwestern,Ohio St,53,63,Loss
28-02-2013,Drexel,Old Dominion,81,77,Win
28-02-2013,Old Dominion,Drexel,77,81,Loss
28-02-2013,Oregon,Oregon St,85,75,Win
28-02-2013,Oregon St,Oregon,75,85,Loss
28-02-2013,North Dakota,Portland St,74,66,Win
28-02-2013,Portland St,North Dakota,66,74,Loss
28-02-2013,Alcorn St,Prairie View,81,75,Win
28-02-2013,Prairie View,Alcorn St,75,81,Loss
28-02-2013,Nicholls St,Sam Houston St,56,53,Win
28-02-2013,Sam Houston St,Nicholls St,53,56,Loss
28-02-2013,San Francisco,San Diego,83,70,Win
28-02-2013,San Diego,San Francisco,70,83,Loss
28-02-2013,Santa Clara,Loy Marymount,79,56,Win
28-02-2013,Loy Marymount,Santa Clara,56,79,Loss
28-02-2013,Missouri,South Carolina,90,68,Win
28-02-2013,South Carolina,Missouri,68,90,Loss
28-02-2013,Montana St,Southern Utah,62,61,Win
28-02-2013,Southern Utah,Montana St,61,62,Loss
28-02-2013,Quinnipiac,St Francis NY,78,67,Win
28-02-2013,St Francis NY,Quinnipiac,67,78,Loss
28-02-2013,Stetson,Kennesaw,91,77,Win
28-02-2013,Kennesaw,Stetson,77,91,Loss
28-02-2013,TAM C. Christi,SE Louisiana,78,64,Win
28-02-2013,SE Louisiana,TAM C. Christi,64,78,Loss
28-02-2013,Temple,Detroit,83,78,Win
28-02-2013,Detroit,Temple,78,83,Loss
28-02-2013,Morehead St,Tennessee St,101,0,Win
28-02-2013,Tennessee St,Morehead St,100,101,Loss
28-02-2013,E Kentucky,Tennessee Tech,69,54,Win
28-02-2013,Tennessee Tech,E Kentucky,54,69,Loss
28-02-2013,Texas St,Seattle,67,65,Win
28-02-2013,Seattle,Texas St,65,67,Loss
28-02-2013,Middle Tenn St,Troy,66,56,Win
28-02-2013,Troy,Middle Tenn St,56,66,Loss
28-02-2013,TX Southern,Southern Univ,79,66,Win
28-02-2013,Southern Univ,TX Southern,66,79,Loss
28-02-2013,UC Davis,UC Riverside,59,52,Win
28-02-2013,UC Riverside,UC Davis,52,59,Loss
28-02-2013,Florida Intl,ULM,67,58,Win
28-02-2013,ULM,Florida Intl,58,67,Loss
28-02-2013,Ga Southern,UNC Greensboro,66,60,Win
28-02-2013,UNC Greensboro,Ga Southern,60,66,Loss
28-02-2013,UT Arlington,San Jose St,81,74,Win
28-02-2013,San Jose St,UT Arlington,74,81,Loss
28-02-2013,UT San Antonio,Idaho,74,56,Win
28-02-2013,Idaho,UT San Antonio,56,74,Loss
28-02-2013,Virginia,Duke,73,68,Win
28-02-2013,Duke,Virginia,68,73,Loss
28-02-2013,Chattanooga,W Carolina,81,72,Win
28-02-2013,W Carolina,Chattanooga,72,81,Loss
28-02-2013,W Illinois,Missouri KC,53,50,Win
28-02-2013,Missouri KC,W Illinois,50,53,Loss
28-02-2013,W Kentucky,South Alabama,79,73,Win
28-02-2013,South Alabama,W Kentucky,73,79,Loss
27-02-2013,Air Force,Wyoming,72,66,Win
27-02-2013,Wyoming,Air Force,66,72,Loss
27-02-2013,Army,Holy Cross,69,62,Win
27-02-2013,Holy Cross,Army,62,69,Loss
27-02-2013,Ball St,C Michigan,95,90,Win
27-02-2013,C Michigan,Ball St,90,95,Loss
27-02-2013,Belmont,Edwardsville,73,43,Win
27-02-2013,Edwardsville,Belmont,43,73,Loss
27-02-2013,Boise St,Nevada,73,47,Win
27-02-2013,Nevada,Boise St,47,73,Loss
27-02-2013,Bowling Green,Miami OH,52,44,Win
27-02-2013,Miami OH,Bowling Green,44,52,Loss
27-02-2013,Creighton,Bradley,80,62,Win
27-02-2013,Bradley,Creighton,62,80,Loss
27-02-2013,Bucknell,American Univ,66,47,Win
27-02-2013,American Univ,Bucknell,47,66,Loss
27-02-2013,Longwood,Campbell,79,66,Win
27-02-2013,Campbell,Longwood,66,79,Loss
27-02-2013,Dayton,Charlotte,88,67,Win
27-02-2013,Charlotte,Dayton,67,88,Loss
27-02-2013,Coastal Car,Winthrop,73,54,Win
27-02-2013,Winthrop,Coastal Car,54,73,Loss
27-02-2013,Lafayette,Colgate,80,67,Win
27-02-2013,Colgate,Lafayette,67,80,Loss
27-02-2013,Colorado St,Fresno St,74,67,Win
27-02-2013,Fresno St,Colorado St,67,74,Loss
27-02-2013,Georgetown,Connecticut,79,78,Win
27-02-2013,Connecticut,Georgetown,78,79,Loss
27-02-2013,Louisville,DePaul,79,58,Win
27-02-2013,DePaul,Louisville,58,79,Loss
27-02-2013,Davidson,Elon,69,63,Win
27-02-2013,Elon,Davidson,63,69,Loss
27-02-2013,Gardner Webb,Charleston So,67,62,Win
27-02-2013,Charleston So,Gardner Webb,62,67,Loss
27-02-2013,Towson,George Mason,85,81,Win
27-02-2013,George Mason,Towson,81,85,Loss
27-02-2013,Northeastern,Georgia St,90,84,Win
27-02-2013,Georgia St,Northeastern,84,90,Loss
27-02-2013,Georgia Tech,Maryland,78,68,Win
27-02-2013,Maryland,Georgia Tech,68,78,Loss
27-02-2013,Radford,High Point,63,58,Win
27-02-2013,High Point,Radford,58,63,Loss
27-02-2013,Delaware,Hofstra,57,56,Win
27-02-2013,Hofstra,Delaware,56,57,Loss
27-02-2013,Illinois St,Missouri St,86,50,Win
27-02-2013,Missouri St,Illinois St,50,86,Loss
27-02-2013,Drake,Indiana St,67,56,Win
27-02-2013,Indiana St,Drake,56,67,Loss
27-02-2013,Iowa,Purdue,58,48,Win
27-02-2013,Purdue,Iowa,48,58,Loss
27-02-2013,Kent,Buffalo,83,81,Win
27-02-2013,Buffalo,Kent,81,83,Loss
27-02-2013,Kentucky,Mississippi St,85,55,Win
27-02-2013,Mississippi St,Kentucky,55,85,Loss
27-02-2013,Lehigh,Navy,72,43,Win
27-02-2013,Navy,Lehigh,43,72,Loss
27-02-2013,LSU,Arkansas,65,60,Win
27-02-2013,Arkansas,LSU,60,65,Loss
27-02-2013,Miami FL,Virginia Tech,76,58,Win
27-02-2013,Virginia Tech,Miami FL,58,76,Loss
27-02-2013,Mississippi,Texas A&M,82,73,Win
27-02-2013,Texas A&M,Mississippi,73,82,Loss
27-02-2013,Morgan St,Coppin St,86,68,Win
27-02-2013,Coppin St,Morgan St,68,86,Loss
27-02-2013,E Michigan,N Illinois,53,41,Win
27-02-2013,N Illinois,E Michigan,41,53,Loss
27-02-2013,NC State,Boston College,82,64,Win
27-02-2013,Boston College,NC State,64,82,Loss
27-02-2013,New Mexico,San Diego St,70,60,Win
27-02-2013,San Diego St,New Mexico,60,70,Loss
27-02-2013,Akron,Ohio,88,81,Win
27-02-2013,Ohio,Akron,81,88,Loss
27-02-2013,Penn St,Michigan,84,78,Win
27-02-2013,Michigan,Penn St,78,84,Loss
27-02-2013,St Mary's CA,Pepperdine,87,48,Win
27-02-2013,Pepperdine,St Mary's CA,48,87,Loss
27-02-2013,Pittsburgh,South Florida,64,44,Win
27-02-2013,South Florida,Pittsburgh,44,64,Loss
27-02-2013,Richmond,G Washington,73,64,Win
27-02-2013,G Washington,Richmond,64,73,Loss
27-02-2013,S Illinois,Northern Iowa,63,57,Win
27-02-2013,Northern Iowa,S Illinois,57,63,Loss
27-02-2013,SMU,Rice,67,55,Win
27-02-2013,Rice,SMU,55,67,Loss
27-02-2013,St Louis,St Joseph's PA,70,53,Win
27-02-2013,St Joseph's PA,St Louis,53,70,Loss
27-02-2013,Colorado,Stanford,65,63,Win
27-02-2013,Stanford,Colorado,63,65,Loss
27-02-2013,Oklahoma St,TCU,64,47,Win
27-02-2013,TCU,Oklahoma St,47,64,Loss
27-02-2013,Texas,Oklahoma,92,86,Win
27-02-2013,Oklahoma,Texas,86,92,Loss
27-02-2013,W Michigan,Toledo,65,62,Win
27-02-2013,Toledo,W Michigan,62,65,Loss
27-02-2013,UAB,Tulane,76,71,Win
27-02-2013,Tulane,UAB,71,76,Loss
27-02-2013,UCLA,Arizona St,79,74,Win
27-02-2013,Arizona St,UCLA,74,79,Loss
27-02-2013,UNC Asheville,Presbyterian,74,62,Win
27-02-2013,Presbyterian,UNC Asheville,62,74,Loss
27-02-2013,William & Mary,UNC Wilmington,73,72,Win
27-02-2013,UNC Wilmington,William & Mary,72,73,Loss
27-02-2013,USC,Arizona,89,78,Win
27-02-2013,Arizona,USC,78,89,Loss
27-02-2013,UTEP,Houston,63,53,Win
27-02-2013,Houston,UTEP,53,63,Loss
27-02-2013,Vanderbilt,Georgia,63,62,Win
27-02-2013,Georgia,Vanderbilt,62,63,Loss
27-02-2013,Baylor,West Virginia,65,62,Win
27-02-2013,West Virginia,Baylor,62,65,Loss
27-02-2013,Evansville,Wichita St,59,56,Win
27-02-2013,Wichita St,Evansville,56,59,Loss
26-02-2013,Alabama,Auburn,61,43,Win
26-02-2013,Auburn,Alabama,43,61,Loss
26-02-2013,E Illinois,Chicago St,58,50,Win
26-02-2013,Chicago St,E Illinois,50,58,Loss
26-02-2013,Detroit,Loyola-Chicago,76,75,Win
26-02-2013,Loyola-Chicago,Detroit,75,76,Loss
26-02-2013,Florida St,Wake Forest,76,62,Win
26-02-2013,Wake Forest,Florida St,62,76,Loss
26-02-2013,IL Chicago,Wright St,60,55,Win
26-02-2013,Wright St,IL Chicago,55,60,Loss
26-02-2013,VMI,Liberty,83,66,Win
26-02-2013,Liberty,VMI,66,83,Loss
26-02-2013,Minnesota,Indiana,77,73,Win
26-02-2013,Indiana,Minnesota,73,77,Loss
26-02-2013,N Dakota St,Utah Valley,63,56,Win
26-02-2013,Utah Valley,N Dakota St,56,63,Loss
26-02-2013,Tennessee,Florida,64,58,Win
26-02-2013,Florida,Tennessee,58,64,Loss
26-02-2013,Valparaiso,Youngstown St,73,64,Win
26-02-2013,Youngstown St,Valparaiso,64,73,Loss
26-02-2013,WI Green Bay,WI Milwaukee,78,61,Win
26-02-2013,WI Milwaukee,WI Green Bay,61,78,Loss
26-02-2013,Wisconsin,Nebraska,77,46,Win
26-02-2013,Nebraska,Wisconsin,46,77,Loss
26-02-2013,Xavier,Memphis,64,62,Win
26-02-2013,Memphis,Xavier,62,64,Loss
25-02-2013,Prairie View,Alabama A&M,61,57,Win
25-02-2013,Alabama A&M,Prairie View,57,61,Loss
25-02-2013,TX Southern,Alabama St,70,50,Win
25-02-2013,Alabama St,TX Southern,50,70,Loss
25-02-2013,Ark Pine Bluff,Jackson St,73,72,Win
25-02-2013,Jackson St,Ark Pine Bluff,72,73,Loss
25-02-2013,Bethune-Cookman,Savannah St,72,58,Win
25-02-2013,Savannah St,Bethune-Cookman,58,72,Loss
25-02-2013,Bryant,Sacred Heart,84,68,Win
25-02-2013,Sacred Heart,Bryant,68,84,Loss
25-02-2013,Central Conn,Quinnipiac,67,65,Win
25-02-2013,Quinnipiac,Central Conn,65,67,Loss
25-02-2013,Hampton,Delaware St,57,50,Win
25-02-2013,Delaware St,Hampton,50,57,Loss
25-02-2013,Florida A&M,S Carolina St,75,72,Win
25-02-2013,S Carolina St,Florida A&M,72,75,Loss
25-02-2013,Houston Bap,New Orleans,65,52,Win
25-02-2013,New Orleans,Houston Bap,52,65,Loss
25-02-2013,Kansas,Iowa St,108,96,Win
25-02-2013,Iowa St,Kansas,96,108,Loss
25-02-2013,Kansas St,Texas Tech,75,55,Win
25-02-2013,Texas Tech,Kansas St,55,75,Loss
25-02-2013,Marquette,Syracuse,74,71,Win
25-02-2013,Syracuse,Marquette,71,74,Loss
25-02-2013,Howard,MD E Shore,49,45,Win
25-02-2013,MD E Shore,Howard,45,49,Loss
25-02-2013,MS Valley St,Grambling,90,68,Win
25-02-2013,Grambling,MS Valley St,68,90,Loss
25-02-2013,Seton Hall,Villanova,66,65,Win
25-02-2013,Villanova,Seton Hall,65,66,Loss
24-02-2013,Bucknell,Holy Cross,74,57,Win
